src	trg	nij	score
modest mouse	death cab for cutie	5.370713991130407	0.25314367486825284
canned heat	john mayall	3.904742337980836	0.3017033654992617
canned heat	the mothers of invention	3.734404343164076	0.27570109301980483
john mayall	chris rea	4.2699998265402925	0.2605479662704241
john mayall	the mothers of invention	3.5386167353330955	0.2631562751764187
the monkees	the mothers of invention	4.300245851901847	0.31088352501118055
charlie daniels	the marshall tucker band	6.711119166054539	0.2823453861267373
charlie daniels	michael martin murphey	7.046816409873921	0.18749811529684945
charlie daniels	montgomery gentry	11.559142166727478	0.2960989062808361
chris de burgh	supertramp	5.641796551029896	0.19455677458867315
supertramp	little river band	6.151807093496317	0.32820595653011475
chris rea	the bangles	5.395772155669543	0.31843309765078887
travis (band)	keane (band)	3.59784547323101	0.27418839458536415
travis (band)	franz ferdinand (band)	3.643264198528031	0.23621299060169043
collective soul	hootie & the blowfish	6.6053668496209	0.225860925149182
crowded house	men at work	10.065516182644886	0.26253796262463536
dan fogelberg	michael martin murphey	7.19710073779079	0.19121776451404815
death cab for cutie	the jesus and mary chain	7.600942720088183	0.3412353277679254
europe (band)	firehouse	4.749944837871637	0.2901471787723964
pop evil	saving abel	4.985435060376148	0.31036091404309174
pop evil	saliva (band)	3.433411244173492	0.2527966888387847
saving abel	saliva (band)	3.313074914920431	0.2172992960180089
franz ferdinand (band)	kaiser chiefs	5.865000717959223	0.30759681885614276
snow patrol	the script	5.085640712406037	0.26367219593200764
the white stripes	jack white	3.486496268943409	0.33486617093258975
jack white	the lumineers	4.30266387243225	0.34538087141441653
manfred mann chapter three	manfred mann (musician)	6.785915147087319	0.18200355693901804
florence and the machine	foster the people	10.406659390088244	0.19195110193861786
florence and the machine	the boxtones	5.450542580056866	0.2570906917830491
kaiser chiefs	the boxtones	5.338672690501145	0.25243309240773837
parliament (band)	parliament-funkadelic	15.593043722169035	0.28174071283634605
x ambassadors	the script	6.878266097499643	0.27516225731264865
kaleo (band)	the lumineers	6.022261038000592	0.25232571696265704
keane (band)	the fray	4.451495714658791	0.3488422526666298
